vtx-C03-63-n1-1	Δ = 63	bi.bi = -1	b0.bi = 1	hypers = 14 x (irr-C3-6-q)
vtx-C03-409-88-30	Δ = 409	bi.bi = 88	b0.bi = 30	hypers = 21 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-216-q)
vtx-C03-410-28-18	Δ = 410	bi.bi = 28	b0.bi = 18	hypers = 41.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-410-36-22-a	Δ = 410	bi.bi = 36	b0.bi = 22	hypers = 13.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-410-54-24-a	Δ = 410	bi.bi = 54	b0.bi = 24	hypers = 27.5 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-410-54-24-b	Δ = 410	bi.bi = 54	b0.bi = 24	hypers = 30 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-411-12-14	Δ = 411	bi.bi = 12	b0.bi = 14	hypers = 47.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a)
vtx-C03-411-36-22-b	Δ = 411	bi.bi = 36	b0.bi = 22	hypers = 20.5 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-411-51-23-a	Δ = 411	bi.bi = 51	b0.bi = 23	hypers = 32.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-411-80-28	Δ = 411	bi.bi = 80	b0.bi = 28	hypers = 23 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-411-88-30	Δ = 411	bi.bi = 88	b0.bi = 30	hypers = 22.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-216-q)
vtx-C03-412-28-18	Δ = 412	bi.bi = 28	b0.bi = 18	hypers = 43 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-412-36-22-a	Δ = 412	bi.bi = 36	b0.bi = 22	hypers = 15 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-412-54-24-a	Δ = 412	bi.bi = 54	b0.bi = 24	hypers = 29 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-412-54-24-b	Δ = 412	bi.bi = 54	b0.bi = 24	hypers = 31.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-413-12-14	Δ = 413	bi.bi = 12	b0.bi = 14	hypers = 49 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 7 x (irr-C3-14a)
vtx-C03-413-36-22-b	Δ = 413	bi.bi = 36	b0.bi = 22	hypers = 22 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-413-42-20-a	Δ = 413	bi.bi = 42	b0.bi = 20	hypers = 49.5 x (irr-C3-6-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-413-42-20-b	Δ = 413	bi.bi = 42	b0.bi = 20	hypers = 52 x (irr-C3-6-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-90)
vtx-C03-413-51-23-a	Δ = 413	bi.bi = 51	b0.bi = 23	hypers = 34 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-413-51-23-b	Δ = 413	bi.bi = 51	b0.bi = 23	hypers = 31.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-413-80-28	Δ = 413	bi.bi = 80	b0.bi = 28	hypers = 24.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-414-28-18	Δ = 414	bi.bi = 28	b0.bi = 18	hypers = 44.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-414-36-22-a	Δ = 414	bi.bi = 36	b0.bi = 22	hypers = 16.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-414-54-24-a	Δ = 414	bi.bi = 54	b0.bi = 24	hypers = 33 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-414-54-24-b	Δ = 414	bi.bi = 54	b0.bi = 24	hypers = 30.5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-415-12-14	Δ = 415	bi.bi = 12	b0.bi = 14	hypers = 50.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a)
vtx-C03-415-36-22-a	Δ = 415	bi.bi = 36	b0.bi = 22	hypers = 23.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 4 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-415-51-23-a	Δ = 415	bi.bi = 51	b0.bi = 23	hypers = 33 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-415-51-23-b	Δ = 415	bi.bi = 51	b0.bi = 23	hypers = 35.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-415-80-28	Δ = 415	bi.bi = 80	b0.bi = 28	hypers = 26 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-416-28-18	Δ = 416	bi.bi = 28	b0.bi = 18	hypers = 46 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-416-36-22-a	Δ = 416	bi.bi = 36	b0.bi = 22	hypers = 18 x (irr-C3-6-q) + 12 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-416-48-22	Δ = 416	bi.bi = 48	b0.bi = 22	hypers = 35.5 x (irr-C3-6-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-416-54-24-a	Δ = 416	bi.bi = 54	b0.bi = 24	hypers = 34.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-416-54-24-b	Δ = 416	bi.bi = 54	b0.bi = 24	hypers = 32 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-417-12-14	Δ = 417	bi.bi = 12	b0.bi = 14	hypers = 52 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 5 x (irr-C3-14a)
vtx-C03-417-51-23-a	Δ = 417	bi.bi = 51	b0.bi = 23	hypers = 34.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-417-51-23-b	Δ = 417	bi.bi = 51	b0.bi = 23	hypers = 37 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-417-80-28	Δ = 417	bi.bi = 80	b0.bi = 28	hypers = 27.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-418-21-17	Δ = 418	bi.bi = 21	b0.bi = 17	hypers = 41 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-418-28-18	Δ = 418	bi.bi = 28	b0.bi = 18	hypers = 47.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-418-36-22-b	Δ = 418	bi.bi = 36	b0.bi = 22	hypers = 19.5 x (irr-C3-6-q) + 12.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-418-48-22	Δ = 418	bi.bi = 48	b0.bi = 22	hypers = 37 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-418-54-24-a	Δ = 418	bi.bi = 54	b0.bi = 24	hypers = 33.5 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-418-54-24-b	Δ = 418	bi.bi = 54	b0.bi = 24	hypers = 36 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-419-12-14	Δ = 419	bi.bi = 12	b0.bi = 14	hypers = 53.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a)
vtx-C03-419-51-23-a	Δ = 419	bi.bi = 51	b0.bi = 23	hypers = 38.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-419-51-23-b	Δ = 419	bi.bi = 51	b0.bi = 23	hypers = 36 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-419-80-28	Δ = 419	bi.bi = 80	b0.bi = 28	hypers = 29 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-420-21-17	Δ = 420	bi.bi = 21	b0.bi = 17	hypers = 42.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-420-28-18	Δ = 420	bi.bi = 28	b0.bi = 18	hypers = 49 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-420-36-22-b	Δ = 420	bi.bi = 36	b0.bi = 22	hypers = 21 x (irr-C3-6-q) + 13 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-420-48-22	Δ = 420	bi.bi = 48	b0.bi = 22	hypers = 38.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-420-55-27-c	Δ = 420	bi.bi = 55	b0.bi = 27	hypers = 11.5 x (irr-C3-6-q) + 16.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 1 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-421-12-14	Δ = 421	bi.bi = 12	b0.bi = 14	hypers = 55 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 3 x (irr-C3-14a)
vtx-C03-421-80-28	Δ = 421	bi.bi = 80	b0.bi = 28	hypers = 30.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-422-21-17	Δ = 422	bi.bi = 21	b0.bi = 17	hypers = 44 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-422-28-18	Δ = 422	bi.bi = 28	b0.bi = 18	hypers = 50.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-422-36-22-a	Δ = 422	bi.bi = 36	b0.bi = 22	hypers = 16 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 13 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-422-36-22-b	Δ = 422	bi.bi = 36	b0.bi = 22	hypers = 22.5 x (irr-C3-6-q) + 13.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-422-48-22	Δ = 422	bi.bi = 48	b0.bi = 22	hypers = 40 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-423-12-14	Δ = 423	bi.bi = 12	b0.bi = 14	hypers = 56.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a)
vtx-C03-423-32-20-a	Δ = 423	bi.bi = 32	b0.bi = 20	hypers = 32 x (irr-C3-6-q) + 10 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-423-32-20-b	Δ = 423	bi.bi = 32	b0.bi = 20	hypers = 36 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-423-51-23-a	Δ = 423	bi.bi = 51	b0.bi = 23	hypers = 41.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-423-80-28	Δ = 423	bi.bi = 80	b0.bi = 28	hypers = 32 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-424-21-17	Δ = 424	bi.bi = 21	b0.bi = 17	hypers = 45.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-424-36-22-a	Δ = 424	bi.bi = 36	b0.bi = 22	hypers = 17.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 12 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-424-36-22-b	Δ = 424	bi.bi = 36	b0.bi = 22	hypers = 24 x (irr-C3-6-q) + 14 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-424-48-22	Δ = 424	bi.bi = 48	b0.bi = 22	hypers = 41.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-424-54-24	Δ = 424	bi.bi = 54	b0.bi = 24	hypers = 31.5 x (irr-C3-6-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-425-12-14	Δ = 425	bi.bi = 12	b0.bi = 14	hypers = 58 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 1 x (irr-C3-14a)
vtx-C03-425-32-20-a	Δ = 425	bi.bi = 32	b0.bi = 20	hypers = 37.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-425-32-20-b	Δ = 425	bi.bi = 32	b0.bi = 20	hypers = 33.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-425-51-23-a	Δ = 425	bi.bi = 51	b0.bi = 23	hypers = 43 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-425-51-23-b	Δ = 425	bi.bi = 51	b0.bi = 23	hypers = 40.5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-425-55-27-c	Δ = 425	bi.bi = 55	b0.bi = 27	hypers = 9 x (irr-C3-6-q) + 19 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1.5 x (irr-C3-56-q)
vtx-C03-425-80-28	Δ = 425	bi.bi = 80	b0.bi = 28	hypers = 33.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-426-21-17	Δ = 426	bi.bi = 21	b0.bi = 17	hypers = 47 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-426-36-22-a	Δ = 426	bi.bi = 36	b0.bi = 22	hypers = 25.5 x (irr-C3-6-q) + 14.5 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-426-48-22	Δ = 426	bi.bi = 48	b0.bi = 22	hypers = 43 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-426-54-24	Δ = 426	bi.bi = 54	b0.bi = 24	hypers = 33 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-426-63-27-c	Δ = 426	bi.bi = 63	b0.bi = 27	hypers = 15 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 13 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-427-12-14	Δ = 427	bi.bi = 12	b0.bi = 14	hypers = 59.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q)
vtx-C03-427-32-20-a	Δ = 427	bi.bi = 32	b0.bi = 20	hypers = 35 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-427-32-20-b	Δ = 427	bi.bi = 32	b0.bi = 20	hypers = 39 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-427-45-21	Δ = 427	bi.bi = 45	b0.bi = 21	hypers = 45.5 x (irr-C3-6-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-427-55-27-b	Δ = 427	bi.bi = 55	b0.bi = 27	hypers = 10.5 x (irr-C3-6-q) + 19.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1.5 x (irr-C3-56-q)
vtx-C03-427-60-26	Δ = 427	bi.bi = 60	b0.bi = 26	hypers = 17.5 x (irr-C3-6-q) + 16 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-427-80-28	Δ = 427	bi.bi = 80	b0.bi = 28	hypers = 35 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-428-21-17	Δ = 428	bi.bi = 21	b0.bi = 17	hypers = 48.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-428-36-22	Δ = 428	bi.bi = 36	b0.bi = 22	hypers = 20.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-428-48-22	Δ = 428	bi.bi = 48	b0.bi = 22	hypers = 44.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-428-54-24	Δ = 428	bi.bi = 54	b0.bi = 24	hypers = 34.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-429-32-20	Δ = 429	bi.bi = 32	b0.bi = 20	hypers = 36.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-429-45-21	Δ = 429	bi.bi = 45	b0.bi = 21	hypers = 47 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-429-55-27-c	Δ = 429	bi.bi = 55	b0.bi = 27	hypers = 12 x (irr-C3-6-q) + 20 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1.5 x (irr-C3-56-q)
vtx-C03-429-60-26	Δ = 429	bi.bi = 60	b0.bi = 26	hypers = 19 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 15 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-430-36-22	Δ = 430	bi.bi = 36	b0.bi = 22	hypers = 22 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-430-40-24-b	Δ = 430	bi.bi = 40	b0.bi = 24	hypers = 15.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-430-48-22	Δ = 430	bi.bi = 48	b0.bi = 22	hypers = 46 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-430-54-24	Δ = 430	bi.bi = 54	b0.bi = 24	hypers = 36 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-431-45-21	Δ = 431	bi.bi = 45	b0.bi = 21	hypers = 48.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-431-55-27-b	Δ = 431	bi.bi = 55	b0.bi = 27	hypers = 13.5 x (irr-C3-6-q) + 20.5 x (irr-C3-14b-q) + 1.5 x (irr-C3-56-q)
vtx-C03-431-60-26	Δ = 431	bi.bi = 60	b0.bi = 26	hypers = 20.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 14 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-432-36-22	Δ = 432	bi.bi = 36	b0.bi = 22	hypers = 23.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-432-48-22	Δ = 432	bi.bi = 48	b0.bi = 22	hypers = 47.5 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-432-54-24	Δ = 432	bi.bi = 54	b0.bi = 24	hypers = 37.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-433-36-22-a	Δ = 433	bi.bi = 36	b0.bi = 22	hypers = 30.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 1.5 x (irr-C3-64-q)
vtx-C03-433-36-22-b	Δ = 433	bi.bi = 36	b0.bi = 22	hypers = 24 x (irr-C3-6-q) + 13 x (irr-C3-14a) + 2 x (irr-C3-64-q)
vtx-C03-433-45-21	Δ = 433	bi.bi = 45	b0.bi = 21	hypers = 50 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
